Agency.1,Communion.1,Agency_sp.1,Communion_sp.1,ex_c,leserv_c
68.0122058035714,11.6435544642857,64.91780625,12.77953125,-.730666666666667,-7.3081
59.858253125,80.5952265625,76.46630625,65.73849375,-.564,9.6919
46.8162138157895,97.6119105263158,89.99623125,96.42114375,.436,-1.3081
32.2225966666667,32.9569295833333,40.41975,88.255125,-.230666666666667,-9.3081
32.3273288194445,59.2315951388889,41.4104625,91.2272625,-1.39733333333333,9.6919
54.9810650735294,-3.59972205882352,51.96825,32.49405,-1.23066666666667,.6919
47.7324966145833,114.847230208333,71.68276875,107.96964375,-.397333333333333,-6.3081
20.9983395833333,34.0982283333333,25.48876875,9.97741875,.936,9.6919
42.26841171875,106.594984765625,28.87125,75.8859375,1.436,2.6919
33.4294222222222,58.5538638888889,90.98694375,49.23643125,.102666666666667,-7.8081
12.40413359375,59.25615546875,25.078425,70.932375,-2.23066666666667,-6.3081
22.6406620833333,63.96800125,112.10251875,81.07981875,1.76933333333333,-8.8081
36.358844921875,62.791664453125,64.5074625,68.95095,.102666666666667,9.6919
72.8559538461538,91.9048831730769,39.01869375,49.40645625,.269333333333333,-5.3081
-3.18642152777778,66.6664784722222,25.48876875,-15.92169375,-1.064,-9.5581
33.516159375,150.203975347222,3.18902500000001,87.651325,1.10266666666667,-7.3081
58.1658776041667,68.2255385416667,-3.38248125000001,55.18070625,-.0639999999999998,18.6919
47.1909608333333,55.3676604166667,39.01869375,65.73849375,.936,-5.8081
58.7642419117647,101.987482720588,100.55401875,71.51274375,-.0639999999999998,14.6919
25.79015625,52.8889522058824,60.13426875,16.74238125,.936,16.6919
29.0811447916667,50.1783286458333,61.06830625,105.05418125,1.26933333333333,-7.3081
38.8471535326087,80.0253258152174,21.115575,128.674875,1.936,-7.3081
52.1377922794117,72.2035764705882,93.78905625,104.17681875,.936,1.6919
51.8369180921053,85.5182355263158,21.115575,61.3653,.352666666666667,-7.3081
39.85184765625,134.12379375,-.990712500000002,102.6057375,-2.89733333333333,4.6919
67.21822890625,27.029059375,38.02798125,29.28159375,-1.564,-7.8081
57.9736348214286,76.0255223214286,39.4290375,51.798225,-1.064,-7.3081
15.62030625,71.4920691176471,-28.87125,106.5685875,1.10266666666667,-6.3081
35.12385375,68.86071,-23.097,126.69345,-.230666666666667,3.6919
62.930333125,123.716465625,-13.529925,82.480875,-1.564,10.6919
61.5176308823529,67.4114158088235,107.729325,71.9230875,.769333333333333,-4.3081
56.6650325,116.69728625,78.858075,70.932375,-1.73066666666667,-7.3081
21.493325390625,72.624741796875,45.2032875,67.13955,.269333333333333,14.6919
68.55979125,-38.46568125,87.02409375,17.73309375,-1.89733333333333,-4.3081
59.7254381944444,75.7665347222222,118.86748125,87.84478125,.602666666666667,4.6919
81.6488881578947,139.781568421053,84.632325,76.706625,1.60266666666667,14.6919
-6.30075868055555,34.4562826388889,55.761075,68.1302625,1.436,-8.3081
32.5629609375,103.3384478125,45.2032875,109.3707,1.10266666666667,-9.3081
45.2266242647059,126.521056617647,50.9775375,119.9284875,.269333333333333,7.6919
13.824195,114.19413,82.24055625,125.29239375,.602666666666667,4.6919
-19.3993945833333,99.3151375,-68.3002875,67.13955,-.897333333333333,-9.8081
38.8895121710526,106.382045394737,55.35073125,49.40645625,-.230666666666667,-3.3081
55.326787109375,84.1546796875,87.02409375,108.96035625,-.230666666666667,5.6919
